nacchoid,link from,link to,state,Notes
WA018,Northeast Tri-County Health District,WA010,WA,
WA018,Northeast Tri-County Health District,WA019,WA,
WA018,Northeast Tri-County Health District,WA016,WA,
WA020,Pacific County Health and Human Services Department,WA008,WA,
WA020,Pacific County Health and Human Services Department,WA015,WA,
WA020,Pacific County Health and Human Services Department,WA017,WA,
WA020,Pacific County Health and Human Services Department,WA011,WA,
WA021,San Juan County Health and Community Services,WA012,WA,
WA021,San Juan County Health and Community Services,WA023,WA,
WA023,Skagit County Public Health Department,WA012,WA,
WA023,Skagit County Public Health Department,WA004,WA,
WA023,Skagit County Public Health Department,WA026,WA,
WA023,Skagit County Public Health Department,WA024,WA,
WA023,Skagit County Public Health Department,WA031,WA,
WA024,Snohomish Health District,WA025,WA,
WA024,Snohomish Health District,WA004,WA,
WA024,Snohomish Health District,WA027,WA,
WA024,Snohomish Health District,WA022,WA,
WA024,Snohomish Health District,WA031,WA,
WA025,Clark County Public Health,ID003,ID,
WA025,Clark County Public Health,WA022,WA,
WA025,Clark County Public Health,WA038,WA,
WA025,Clark County Public Health,WA024,WA,
WA025,Clark County Public Health,OR031,OR,
WA026,Spokane Regional Health District,MA043,MA,
WA026,Spokane Regional Health District,OH029,OH,
WA026,Spokane Regional Health District,FL056,FL,
WA026,Spokane Regional Health District,WA024,WA,
WA026,Spokane Regional Health District,WA022,WA,
WA027,Tacoma-Pierce County Health Department,WA025,WA,
WA027,Tacoma-Pierce County Health Department,WA004,WA,
WA027,Tacoma-Pierce County Health Department,WA022,WA,
WA027,Tacoma-Pierce County Health Department,WA024,WA,
WA029,Wahkiakum County Health Department,WA015,WA,
WA029,Wahkiakum County Health Department,WA020,WA,
WA029,Wahkiakum County Health Department,WA025,WA,
WA030,Walla Walla County Department of Community Health,WA007,WA,
WA030,Walla Walla County Department of Community Health,WA009,WA,
WA030,Walla Walla County Department of Community Health,WA034,WA,
WA030,Walla Walla County Department of Community Health,WA018,WA,
WA030,Walla Walla County Department of Community Health,OR027,OR,
WA031,Whatcom County Health Department,WA005,WA,
WA031,Whatcom County Health Department,WA025,WA,
WA031,Whatcom County Health Department,WA026,WA,
WA031,Whatcom County Health Department,WA023,WA,
WA031,Whatcom County Health Department,WA024,WA,
WA032,Whitman County Department of Health,WA007,WA,
WA032,Whitman County Department of Health,WA018,WA,
WA032,Whitman County Department of Health,WA030,WA,
WA032,Whitman County Department of Health,WA033,WA,
WA033,Yakima County Health District,WA005,WA,
WA033,Yakima County Health District,TN068,TN,
WA033,Yakima County Health District,WA022,WA,
WA033,Yakima County Health District,WA024,WA,
WA033,Yakima County Health District,WA026,WA,
WA034,Klickitat County Health Department,WA016,WA,
WA034,Klickitat County Health Department,WA018,WA,
WA034,Klickitat County Health Department,WA028,WA,
WA034,Klickitat County Health Department,WA033,WA,
WA034,Klickitat County Health Department,WA030,WA,
WA038,Skamania County Community Health,WA034,WA,
WA038,Skamania County Community Health,WA025,WA,
WA038,Skamania County Community Health,WA029,WA,
WI001,Adams County Health Department,WI032,WI,
WI001,Adams County Health Department,WI041,WI,
WI001,Adams County Health Department,WI052,WI,
WI001,Adams County Health Department,WI075,WI,
WI001,Adams County Health Department,WI094,WI,
WI002,Appleton City Health Department,WI011,WI,
WI002,Appleton City Health Department,WI053,WI,
WI002,Appleton City Health Department,WI057,WI,
WI002,Appleton City Health Department,WI064,WI,
WI002,Appleton City Health Department,WI115,WI,
WI004,Barron County Health and Human Services Department,WI050,WI,
WI004,Barron County Health and Human Services Department,WI067,WI,
WI004,Barron County Health and Human Services Department,WI068,WI,
WI004,Barron County Health and Human Services Department,WI082,WI,
WI004,Barron County Health and Human Services Department,WI023,WI,
WI008,Central Racine County Health Department,WI065,WI,
WI008,Central Racine County Health Department,WI095,WI,
WI009,Buffalo County Department of Health and Human Services,WI023,WI,
WI009,Buffalo County Department of Health and Human Services,WI038,WI,
WI009,Buffalo County Department of Health and Human Services,WI058,WI,
WI009,Buffalo County Department of Health and Human Services,WI068,WI,
WI010,Burnett County Department of Health and Human Services,WI021,WI,
WI010,Burnett County Department of Health and Human Services,WI068,WI,
WI011,Calumet County Health Department,WI002,WI,
WI011,Calumet County Health Department,WI113,WI,
WI011,Calumet County Health Department,WI064,WI,
WI011,Calumet County Health Department,WI094,WI,
WI011,Calumet County Health Department,WI115,WI,
WI012,Chippewa County Department of Public Health,WI004,WI,
WI012,Chippewa County Department of Public Health,WI022,WI,
WI012,Chippewa County Department of Public Health,WI067,WI,
WI012,Chippewa County Department of Public Health,WI068,WI,
WI012,Chippewa County Department of Public Health,WI023,WI,
WI015,Crawford County Public Health,WI029,WI,
WI015,Crawford County Public Health,WI036,WI,
WI015,Crawford County Public Health,WI045,WI,
WI015,Crawford County Public Health,WI072,WI,
WI015,Crawford County Public Health,WI086,WI,
WI016,Cudahy Health Department,WI042,WI,
WI018,DePere Department of Public Health,WI007,WI,
WI018,DePere Department of Public Health,WI002,WI,
WI018,DePere Department of Public Health,WI053,WI,
WI018,DePere Department of Public Health,WI061,WI,
WI018,DePere Department of Public Health,WI062,WI,
WI019,Dodge County DHHS-Public Health Unit,WI001,WI,
WI019,Dodge County DHHS-Public Health Unit,WI040,WI,
WI019,Dodge County DHHS-Public Health Unit,WI041,WI,
WI019,Dodge County DHHS-Public Health Unit,WI075,WI,
WI019,Dodge County DHHS-Public Health Unit,WI091,WI,
WI020,Door County Public Health Department,WI025,WI,
WI020,Door County Public Health Department,WI032,WI,
WI020,Door County Public Health Department,WI051,WI,
WI020,Door County Public Health Department,WI043,WI,
WI020,Door County Public Health Department,WI049,WI,
WI021,Douglas County Health and Human Services,WI004,WI,
WI021,Douglas County Health and Human Services,WI023,WI,
WI021,Douglas County Health and Human Services,WI038,WI,
WI021,Douglas County Health and Human Services,WI067,WI,
WI021,Douglas County Health and Human Services,WI068,WI,
WI022,Dunn County Health Department,WI044,WI,
WI022,Dunn County Health Department,MN032,MN,
WI022,Dunn County Health Department,WI058,WI,
WI022,Dunn County Health Department,WI067,WI,
WI022,Dunn County Health Department,WI004,WI,
WI023,Eau Claire City-County Health Department,WI047,WI,
WI023,Eau Claire City-County Health Department,WI042,WI,
WI023,Eau Claire City-County Health Department,WI090,MN,
WI023,Eau Claire City-County Health Department,WI068,WI,
WI023,Eau Claire City-County Health Department,WI100,WI,
WI024,Florence County Health Department,WI037,WI,
WI024,Florence County Health Department,WI051,WI,
WI024,Florence County Health Department,WI087,WI,
WI024,Florence County Health Department,WI026,WI,
WI024,Florence County Health Department,WI100,WI,
WI025,Fond du Lac County Health Department,WI002,WI,
WI025,Fond du Lac County Health Department,WI007,WI,
WI025,Fond du Lac County Health Department,WI032,WI,
WI025,Fond du Lac County Health Department,WI115,WI,
WI025,Fond du Lac County Health Department,WI115,WI,
WI026,Forest County Health Department,WI046,WI,
WI026,Forest County Health Department,WI050,WI,
WI026,Forest County Health Department,WI062,WI,
WI026,Forest County Health Department,WI068,WI,
WI026,Forest County Health Department,WI100,WI,
WI029,Grant County Health Department,WI015,WI,
WI029,Grant County Health Department,WI045,WI,
WI029,Grant County Health Department,WI072,WI,
WI029,Grant County Health Department,WI086,WI,
WI029,Grant County Health Department,WI036,WI,
WI031,Green County Health Department,WI001,WI,
WI031,Green County Health Department,WI036,WI,
WI031,Green County Health Department,WI041,WI,
WI031,Green County Health Department,WI073,WI,
WI031,Green County Health Department,WI091,WI,
WI032,Green Lake County Human Services - Health Unit,WI001,WI,
WI032,Green Lake County Human Services - Health Unit,WI002,WI,
WI032,Green Lake County Human Services - Health Unit,WI068,WI,
WI032,Green Lake County Human Services - Health Unit,WI100,WI,
WI032,Green Lake County Human Services - Health Unit,WI115,WI,
WI033,Greendale Health Department,WI027,WI,
WI033,Greendale Health Department,WI034,WI,
WI033,Greendale Health Department,WI080,WI,
WI033,Greendale Health Department,WI096,WI,
WI033,Greendale Health Department,WI060,WI,
WI034,Greenfield Health Department,WI092,WI,
WI034,Greenfield Health Department,WI095,WI,
WI034,Greenfield Health Department,WI096,WI,
WI034,Greenfield Health Department,WI027,WI,
WI034,Greenfield Health Department,WI115,WI,
WI035,Hales Corners Health Department,WI034,WI,
WI035,Hales Corners Health Department,WI080,WI,
WI035,Hales Corners Health Department,WI081,WI,
WI035,Hales Corners Health Department,WI096,WI,
WI035,Hales Corners Health Department,WI027,WI,
WI036,Iowa County Health Department,WI031,WI,
WI036,Iowa County Health Department,WI045,WI,
WI036,Iowa County Health Department,WI072,WI,
WI036,Iowa County Health Department,WI086,WI,
WI036,Iowa County Health Department,WI029,WI,
WI037,Iron County Health Department,WI037,WI,
WI038,Jackson County Public Health Department,WI009,WI,
WI038,Jackson County Public Health Department,WI106,WI,
WI038,Jackson County Public Health Department,WI044,WI,
WI038,Jackson County Public Health Department,WI058,WI,
WI040,Jefferson County Health Department,WI019,WI,
WI040,Jefferson County Health Department,WI047,WI,
WI040,Jefferson County Health Department,WI073,WI,
WI040,Jefferson County Health Department,WI075,WI,
WI040,Jefferson County Health Department,WI091,WI,
WI042,Kenosha County Division of Health,WI001,WI,
WI042,Kenosha County Division of Health,WI114,WI,
WI042,Kenosha County Division of Health,ID004,ID,
WI042,Kenosha County Division of Health,WI095,WI,
WI042,Kenosha County Division of Health,WI016,WI,
WI043,Kewaunee County Public Health Office,WI007,WI,
WI043,Kewaunee County Public Health Office,WI020,WI,
WI043,Kewaunee County Public Health Office,WI032,WI,
WI043,Kewaunee County Public Health Office,WI064,WI,
WI043,Kewaunee County Public Health Office,WI051,WI,
WI044,La Crosse County Health Department,WI042,WI,
WI044,La Crosse County Health Department,WI058,WI,
WI044,La Crosse County Health Department,WI085,WI,
WI044,La Crosse County Health Department,WI086,WI,
WI044,La Crosse County Health Department,WI023,WI,
WI045,Lafayette County Health Department,WI015,WI,
WI045,Lafayette County Health Department,WI036,WI,
WI045,Lafayette County Health Department,WI072,WI,
WI045,Lafayette County Health Department,WI086,WI,
WI045,Lafayette County Health Department,WI029,WI,
WI046,Lincoln County Health Department,WI050,WI,
WI046,Lincoln County Health Department,WI070,WI,
WI046,Lincoln County Health Department,WI084,WI,
WI046,Lincoln County Health Department,WI062,WI,
WI046,Lincoln County Health Department,WI100,WI,
WI047,Public Health - Madison and Dane County,CA001,CA,
WI047,Public Health - Madison and Dane County,WI023,WI,
WI049,Manitowoc County Health Department,WI002,WI,
WI049,Manitowoc County Health Department,WI051,WI,
WI049,Manitowoc County Health Department,WI064,WI,
WI049,Manitowoc County Health Department,WI094,WI,
WI049,Manitowoc County Health Department,WI078,WI,
WI050,Marathon County Health Department,WI041,WI,
WI050,Marathon County Health Department,WI062,WI,
WI050,Marathon County Health Department,WI069,WI,
WI050,Marathon County Health Department,WI100,WI,
WI050,Marathon County Health Department,WI115,WI,
WI051,Marinette County Health and Human Services Department,WI011,WI,
WI051,Marinette County Health and Human Services Department,WI024,WI,
WI051,Marinette County Health and Human Services Department,WI032,WI,
WI051,Marinette County Health and Human Services Department,WI061,WI,
WI051,Marinette County Health and Human Services Department,WI049,WI,
WI052,Marquette County Health Department,WI001,WI,
WI052,Marquette County Health Department,WI041,WI,
WI052,Marquette County Health Department,WI032,WI,
WI053,Menasha Health Department,WI018,,
WI053,Menasha Health Department,WI070,WI,
WI053,Menasha Health Department,WI078,WI,
WI053,Menasha Health Department,WI002,WI,
WI058,Monroe County Health Department,WI023,WI,
WI058,Monroe County Health Department,WI038,WI,
WI058,Monroe County Health Department,WI041,WI,
WI058,Monroe County Health Department,WI068,WI,
WI058,Monroe County Health Department,WI044,WI,
WI061,Oconto County Health & Human Services,WI018,WI,
WI061,Oconto County Health & Human Services,WI032,WI,
WI061,Oconto County Health & Human Services,WI113,WI,
WI061,Oconto County Health & Human Services,WI051,WI,
WI062,Oneida County Health Department,IL038,IL,
WI062,Oneida County Health Department,WA022,WA,
WI062,Oneida County Health Department,WI050,WI,
WI062,Oneida County Health Department,WI100,WI,
WI064,"Outagamie County DHHS, Public Health Division",WI007,WI,
WI064,"Outagamie County DHHS, Public Health Division",WI011,WI,
WI064,"Outagamie County DHHS, Public Health Division",WI053,WI,
WI064,"Outagamie County DHHS, Public Health Division",WI002,WI,
WI064,"Outagamie County DHHS, Public Health Division",WI115,WI,
